"","Player","Squad","Nation","Starts","PCA1","PCA2","cluster"
"1","Tammy Abraham","Roma","eng ENG",-0.0666110919276718,-8.78673307251661,6.60713571679176,5
"2","Che Adams","Southampton","sct SCO",0.362748474260089,-8.68498917962319,4.13733159871307,5
"3","Komnen Andrić","Clermont Foot","rs SRB",0.00793578641628293,-8.27451854658165,3.11966801249411,5
"4","Michail Antonio","West Ham","jm JAM",0.31518666564981,-9.01131030186994,4.94834738908126,5
"5","Marko Arnautović","Bologna","at AUT",0.523882405378154,-8.17507278696976,5.51647358123731,5
"6","Takuma Asano","Bochum","jp JPN",0.888510179264294,-7.35173468998703,4.58175777291639,5
"7","Ezequiel Ávila","Osasuna","ar ARG",1.77260985044083,-6.32077578314903,5.22848038954631,5
"8","Sardar Azmoun","Leverkusen","ir IRN",-1.78760659792909,-8.9148996495996,3.88129188931456,5
"9","Ihlas Bebou","Hoffenheim","tg TOG",0.701550464105219,-7.68391353355579,3.74975444443804,5
"10","Kevin Behrens","Union Berlin","de GER",0.0152444764962669,-8.96234644808882,4.06291151596086,5
"11","Mergim Berisha","Augsburg","de GER",0.632385771386411,-8.21021083986307,6.20636007061515,5
"12","Jonathan Burkardt","Mainz 05","de GER",1.53299376021845,-8.27691677057291,4.277192752515,5
"13","Sergio Camello","Rayo Vallecano","es ESP",0.140891626497262,-8.44151901441082,5.10449417160115,5
"14","Moanes Dabbur","Hoffenheim","il ISR",-1.82853015709565,-6.98172956566289,5.12612595245247,5
"15","Patson Daka","Leicester City","zm ZAM",-0.0754085813143775,-8.19636707971108,4.43563668654712,5
"16","Ermedin Demirović","Augsburg","ba BIH",1.1985311169091,-8.27200815620374,4.22853625199597,5
"17","Boulaye Dia","Salernitana","sn SEN",-0.244405063715105,-7.97508762868722,6.76946857844801,5
"18","Odsonne Édouard","Crystal Palace","fr FRA",0.0282997360870296,-8.66187070202246,3.26880003748522,5
"19","Hugo Ekitike","Paris S-G","fr FRA",-0.490090608691582,-6.28968957757404,4.23051018039643,5
"20","Breel Embolo","Monaco","ch SUI",-0.614753957561432,-8.11399400409583,7.17426330090831,5
"21","Manolo Gabbiadini","Sampdoria","it ITA",0.306452055009099,-7.43076027764786,4.54695329337148,5
"22","Cody Gakpo","Liverpool","nl NED",0.446532383500101,-6.01708029115513,4.30160793846367,5
"23","Ignatius Ganago","Nantes","cm CMR",-0.389286273959503,-9.05127150003484,4.16384840373048,5
"24","Raúl García","Athletic Club","es ESP",-3.57593333541237,-7.50063564402131,3.72822468346067,5
"25","Gorka Guruzeta","Athletic Club","es ESP",0.670400673421072,-7.92243661358484,2.6114971343655,5
"26","Kai Havertz","Chelsea","de GER",0.459722441726753,-6.35419736380283,4.46611384498612,5
"27","Adam Hložek","Leverkusen","cz CZE",1.02307181562261,-7.35174455853438,4.62948238334414,5
"28","Kelechi Iheanacho","Leicester City","ng NGA",-0.954040994011275,-7.06039247856823,7.58784943292705,5
"29","Alexander Isak","Newcastle Utd","se SWE",0.0849974586399835,-7.25722002971098,6.53198232483059,5
"30","Luis Javier Suárez","Almería","co COL",0.75677106185353,-7.52789580395674,3.96130787694636,5
"31","Brennan Johnson","Nott'ham Forest","wls WAL",0.142461745348058,-8.19988352429462,4.96130648458512,5
