"","Player","Squad","Nation","Starts","PCA1","PCA2","cluster"
"1","Sargis Adamyan","Köln","am ARM",-3.57119701376339,-6.09872335423441,0.585187147006354,3
"2","Michel Aebischer","Bologna","ch SUI",0.456371880446577,-4.64558625715735,0.716321501172986,3
"3","Carlos Alcaraz","Southampton","ar ARG",1.16460911721663,-6.85045796634942,1.71288031182116,3
"4","Carles Aleñá","Getafe","es ESP",0.896432817500573,-4.33079381669902,1.61939215729096,3
"5","Adam Armstrong","Southampton","eng ENG",-0.418357186972124,-6.96260211156849,1.59998970807516,3
"6","Lameck Banda","Lecce","zm ZAM",0.412527178282884,-3.78625387624502,2.75554852613346,3
"7","Léo Baptistão","Almería","br BRA",2.10208760263437,-5.36870125053168,2.16599499433491,3
"8","Philip Billing","Bournemouth","dk DEN",0.919346554859766,-3.94465642632929,1.23796412993096,3
"9","Federico Bonazzoli","Salernitana","it ITA",-0.243619956478027,-6.53159285986316,2.4104758938517,3
"10","Theo Bongonda","Cádiz","cd COD",0.980466745046983,-4.46290101457068,3.59323413606528,3
"11","Rafael Borré","Eint Frankfurt","co COL",-1.31092590579565,-5.04158974279338,2.2918866329482,3
"12","Lucas Boyé","Elche","ar ARG",0.534453204468781,-5.88741966171449,4.12172945925758,3
"13","Alexis Claude-Maurice","Lens","fr FRA",-2.04705027543921,-4.48040710027008,2.25069665066421,3
"14","Joaquín Correa","Inter","ar ARG",1.16310048091451,-5.88624381238942,3.12077415952715,3
"15","Nuno da Costa","Auxerre","cv CPV",0.315991782423601,-6.31350564056528,2.6862780955522,3
"16","Emmanuel Dennis","Nott'ham Forest","ng NGA",-2.0063558102866,-4.95167369047082,0.751090120849747,3
"17","Federico Di Francesco","Lecce","it ITA",0.199260156987318,-5.67767428905832,3.33983347831104,3
"18","Ritsu Doan","Freiburg","jp JPN",0.974815948763953,-3.90515154704608,3.91438133650548,3
"19","Emil Forsberg","RB Leipzig","se SWE",-0.190262331026937,-4.83668478769304,3.66521084285131,3
"20","Gonçalo Guedes","Wolves","pt POR",0.192584291870221,-4.78995816359292,0.911078371988962,3
"21","Evann Guessand","Nantes","fr FRA",0.62715743458896,-5.27292632259976,2.44417420470043,3
"22","Emmanuel Gyasi","Spezia","gh GHA",1.03327454233964,-7.05445195952908,1.65416024176994,3
"23","Hwang Hee-chan","Wolves","kr KOR",-0.320596594540299,-6.57132512438938,0.707551668667935,3
"24","Lucas Höler","Freiburg","de GER",-0.301493277176874,-7.12213453776844,2.19612624701863,3
"25","Gerrit Holtmann","Bochum","ph PHI",-1.90881828269862,-5.0185105412275,0.912798203675653,3
"26","Adrien Hunou","Angers","fr FRA",1.09083180476998,-5.10948038749576,2.23646856764833,3
"27","Daniel James","Fulham","wls WAL",-2.2141531516697,-6.00522370347869,0.738770100868946,3
"28","Yayah Kallon","Hellas Verona","sl SLE",-1.29183671283975,-4.64403360003857,1.26541559721205,3
"29","Kenan Karaman","Schalke 04","tr TUR",-0.596059099916084,-7.66038346077226,2.11216082964055,3
"30","Wahbi Khazri","Montpellier","tn TUN",0.868764154302316,-4.360840050421,3.43289092604989,3
"31","Adam Lallana","Brighton","eng ENG",4.10446485857055,-4.84380721081367,0.748667766127076,3
"32","Lázaro","Almería","br BRA",-0.942161445038936,-6.70543925920959,3.56181934021937,3
"33","Stephy Mavididi","Montpellier","eng ENG",-0.136179737838739,-5.6021617461549,2.79577319851244,3
"34","Junior Messias","Milan","br BRA",1.20144381197615,-3.69819230021643,3.17698314001245,3
"35","Pere Milla","Elche","es ESP",0.250873212586483,-5.91582601587939,1.93841761833514,3
"36","Cyril Ngonge","Hellas Verona","be BEL",0.75677106185353,-6.84314016039977,3.03132159205896,3
"37","Ado Onaiwu","Toulouse","jp JPN",-2.01771415453437,-6.88742792990183,0.917068399995733,3
