"","Player","Squad","Nation","Starts","PCA1","PCA2","cluster"
"1","Folarin Balogun","Reims","us USA",0.208581916063667,-10.0344056242122,9.84689845771211,2
"2","Wissam Ben Yedder","Monaco","fr FRA",1.61545158829502,-8.34835793071992,10.6400292494903,2
"3","Karim Benzema","Real Madrid","fr FRA",0.532395754204167,-4.23358913611087,12.715959990237,2
"4","Jonathan David","Lille","ca CAN",0.233433618235697,-7.6188652275082,9.7477133937852,2
"5","Edin Džeko","Inter","ba BIH",-0.48787896624365,-7.66427401591358,8.08095591589256,2
"6","Niclas Füllkrug","Werder Bremen","de GER",0.184163011752942,-7.64144311032079,8.15376155126527,2
"7","Erling Haaland","Manchester City","no NOR",0.636668136087247,-11.953897221445,12.7746372480245,2
"8","Rasmus Højlund","Atalanta","dk DEN",-0.10995823191565,-8.80860018744768,7.66649598029358,2
"9","Ciro Immobile","Lazio","it ITA",0.821001732319024,-8.6880081020371,8.85776632967755,2
"10","Nicolas Jackson","Villarreal","sn SEN",-0.768154130280446,-8.93829117868679,8.25133172695676,2
"11","Harry Kane","Tottenham","eng ENG",0.0780254510759943,-7.03935424656795,10.5239817143843,2
"12","Randal Kolo Muani","Eint Frankfurt","fr FRA",0.537071462700399,-6.82074512961615,11.2261427770584,2
"13","Alexandre Lacazette","Lyon","fr FRA",0.40837233515125,-6.8326371494449,9.97480245397045,2
"14","Robert Lewandowski","Barcelona","pl POL",0.395904076240212,-8.30176199075612,11.0597493179539,2
"15","Romelu Lukaku","Inter","be BEL",0.288713965368004,-8.51038111679676,9.18468568448791,2
"16","Sadio Mané","Bayern Munich","sn SEN",1.16310048091451,-5.74445296230062,9.89973219356939,2
"17","Lautaro Martínez","Inter","ar ARG",-0.422431177499127,-7.72255307742038,9.63279640088408,2
"18","Kylian Mbappé","Paris S-G","fr FRA",0.222193249784344,-2.6435883778743,16.633958283867,2
"19","Christopher Nkunku","RB Leipzig","fr FRA",-0.377011207368512,-6.10676666226626,11.8073529918189,2
"20","Darwin Núñez","Liverpool","uy URU",0.114438041781329,-8.53353489347512,8.52669542351466,2
"21","Loïs Openda","Lens","be BEL",0.344658993541521,-10.0919461952692,10.3327752126926,2
"22","Victor Osimhen","Napoli","ng NGA",0.469789794598994,-11.8063505734997,10.9378164626951,2
"23","Marcus Rashford","Manchester Utd","eng ENG",0.0447781017520576,-6.33673827806747,9.08523821569063,2
"24","Mohamed Salah","Liverpool","eg EGY",0.141545063193467,-4.04462780241377,12.0161575605962,2
"25","Marcus Thuram","M'Gladbach","fr FRA",0.0647544203629807,-8.71026328687487,8.49566586191051,2
"26","Elye Wahi","Montpellier","fr FRA",0.358182079959144,-10.4408889876754,8.70296163812896,2
"27","Callum Wilson","Newcastle Utd","eng ENG",0.098677596778734,-12.3040283306674,10.2947728621378,2
