"","Comp.1","Comp.2","diff_"
"touches.Def.Pen",-1.32922683320517,-2.07041208590748,0.741185252702316
"pass.med.Cmp.",-1.57120680091118,-2.30543610618163,0.734229305270446
"Err",-1.14297853590242,-0.426520235940305,0.716458299962119
"Sw",1.00970292288781,0.304336945188515,0.705365977699295
"pass.Cmp.",-1.64263809622693,-2.32557342377862,0.682935327551692
"blocks.Sh",-1.7993595668816,-1.11912661410232,0.680232952779281
"sca.Def",-1.06169230747298,-0.434539787276218,0.627152520196762
"aerials.Won.",-2.55929976840075,-1.96665349673731,0.592646271663448
"xA",2.08762020201946,1.54941930228977,0.538200899729695
"ck.Str",-0.257863028274452,0.0749808584899878,0.33284388676444
"tkl.Att.3rd",-0.100889772509278,-0.412275342921444,0.311385570412166
"take.ons.Succ",0.998935975308069,0.707689733048732,0.291246242259337
"pass.Off",0.336788625585975,0.0742391992866813,0.262549426299293
"Clr",-2.07731959567215,-1.81556210818123,0.261757487490923
"take.ons.Att",0.931332700295021,0.672028820899462,0.259303879395559
"TB",0.681548374189449,0.903481417712446,0.221933043522997
"gca.PassDead",0.73900348589585,0.528936350957783,0.210067134938067
"pass.long.Cmp.",-1.9972106615621,-1.84686292383409,0.150347737728013
"take.ons.Tkld.",-2.33841454340183,-2.2225633267303,0.115851216671535
"take.ons.Tkld",0.440522036487579,0.536053912797239,0.0955318763096604
"take.ons.Succ.",-1.75759770867147,-1.80828691974879,0.0506892110773145
"xAG",1.71466462373394,1.67368013929872,0.0409844844352214
