"","Player","Squad","Nation","Starts","PCA1","PCA2","cluster"
"1","Francesco Acerbi","Inter","it ITA",-0.549326145595999,-7.763123237326,2.21796427714704,9
"2","Tosin Adarabioyo","Fulham","eng ENG",-0.0170112727906736,-9.27174943291182,0.625278308766637,9
"3","Joseph Aidoo","Celta Vigo","gh GHA",0.123364690298348,-8.70644902722321,-0.309437433763043,9
"4","Raúl Albiol","Villarreal","es ESP",0.200459520129023,-10.4805012060248,2.56055020560709,9
"5","Yeray Álvarez","Athletic Club","es ESP",0.386241414474559,-8.00160892967965,1.47686009658709,9
"6","Daniel Amartey","Leicester City","gh GHA",0.0928214138895716,-9.00219276920792,1.40930883632272,9
"7","Joachim Andersen","Crystal Palace","dk DEN",0.330547986927443,-10.233712827233,3.02226899772424,9
"8","Ronald Araújo","Barcelona","uy URU",0.45158988493059,-7.74989518689295,3.63896462718256,9
"9","Leonardo Balerdi","Marseille","ar ARG",0.231315479125791,-8.61000837960093,0.80513591591819,9
"10","Miha Blažič","Angers","si SVN",0.0460723157095612,-9.91789711079921,-0.0609748677982032,9
"11","Kevin Bonifazi","Bologna","it ITA",-0.793732934043089,-10.8616336700724,2.89885848003635,9
"12","Leonardo Bonucci","Juventus","it ITA",-0.601216206365513,-9.57340242117363,-0.724892608597748,9
"13","Sebastiaan Bornauw","Wolfsburg","be BEL",0.645369836005804,-8.86739370967061,-0.037910689581759,9
"14","Sven Botman","Newcastle Utd","nl NED",0.102195301776115,-8.67826533627577,0.00187053091733994,9
"15","Gleison Bremer","Juventus","br BRA",0.247227657423922,-8.42145250224235,0.47191641773387,9
"16","Santiago Bueno","Girona","uy URU",0.178031144765221,-8.10673978449346,1.28265870315079,9
"17","Luca Caldirola","Monza","it ITA",0.310046475792498,-8.15836697917144,0.202296912743825,9
"18","Nicolò Casale","Lazio","it ITA",0.0183983887895204,-8.80488337695074,1.6973104998817,9
"19","Catena","Rayo Vallecano","es ESP",0.166030934519439,-9.92105034998747,0.973745296068218,9
"20","Julian Chabot","Köln","de GER",0.43727572530786,-8.61342650779471,-0.199403315669538,9
"21","El Chadaille Bitshiabu","Paris S-G","fr FRA",-0.562365414725903,-10.0288645011165,1.44089628185959,9
"22","Conor Coady","Everton","eng ENG",-0.0597003455630643,-9.24394233095573,-0.209955650188264,9
"23","Nathan Collins","Wolves","ie IRL",-0.427796419477326,-9.56711249489078,-0.254521479880363,9
"24","Jorge Cuenca","Villarreal","es ESP",-0.864819766065181,-10.8802798912316,0.23089582473906,9
"25","Craig Dawson","Wolves","eng ENG",0.714072063132708,-10.6473935430295,-0.360340136997255,9
"26","Abdou Diallo","RB Leipzig","sn SEN",-0.438001339489023,-9.46512689240223,0.516976830842691,9
"27","Eric Dier","Tottenham","eng ENG",-0.039475915781717,-9.50780535412737,2.36132356688848,9
"28","Sinaly Diomande","Lyon","ci CIV",0.138223788376327,-8.1049289745478,2.75579509671297,9
"29","Issa Diop","Fulham","fr FRA",-0.454869213404976,-9.7307132855313,1.79505323470264,9
"30","Alexander Djiku","Strasbourg","gh GHA",0.387776950370412,-8.03804568161954,0.0477549976113969,9
"31","Gabriel Dos Santos","Arsenal","br BRA",0.0683695455325444,-8.74409415026212,2.97459327846715,9
"32","Nico Elvedi","M'Gladbach","ch SUI",0.198489319711834,-9.89450976737768,3.05956363173395,9
"33","Martin Erlic","Sassuolo","hr CRO",0.0770960129125182,-9.32712074107053,-0.622142772215018,9
"34","Bernardo Espinosa","Girona","co COL",0.276022335272218,-10.3794328196681,1.51707723975297,9
"35","Jonny Evans","Leicester City","nir NIR",0.268004026629401,-11.0107586182434,0.797801668137032,9
"36","Wout Faes","Leicester City","be BEL",0.0536955889711664,-8.99004298732692,1.09723271731081,9
"37","Marco Friedl","Werder Bremen","at AUT",0.376733404621352,-8.30239450947003,1.67499853104371,9
"38","Marvin Friedrich","M'Gladbach","de GER",-0.470139750775858,-9.71922362665577,1.81692159101636,9
"39","Federico Gatti","Juventus","it ITA",-0.00333376584165428,-8.24787954357008,1.6199142140973,9
"40","Matthias Ginter","Freiburg","de GER",0.0419322690610573,-8.5476913705731,1.31727654587304,9
"41","Marc Guéhi","Crystal Palace","eng ENG",0.0443934142450136,-9.25711481957213,1.99802341889766,9
"42","Josuha Guilavogui","Wolfsburg","fr FRA",-1.27730412102727,-8.61595077883389,0.0677661298646014,9
"43","Makoto Hasebe","Eint Frankfurt","jp JPN",0.317964965818475,-10.1673473359962,3.37488384212293,9
"44","Lucas Hernández","Bayern Munich","fr FRA",1.14353258064299,-8.70768486605033,1.86129137484889,9
"45","Rob Holding","Arsenal","eng ENG",-0.334431618310244,-10.370967249246,-0.0827810286513394,9
"46","Timo Hübers","Köln","de GER",-0.0829340616846388,-9.49988141511116,0.416163990631075,9
"47","Igor","Fiorentina","br BRA",0.0937120357728115,-8.37479659077621,1.03149380693722,9
"48","Ko Itakura","M'Gladbach","jp JPN",0.0377964021668667,-9.53382647526714,3.25172355109062,9
"49","Juan Jesus","Napoli","br BRA",-0.247857684287165,-9.23715372294134,2.71346427031801,9
