"","Player","Squad","Nation","Starts","PCA1","PCA2","cluster"
"1","Matthis Abline","Auxerre","fr FRA",-0.832275050164248,9.05925298453137,-6.49773060525866,11
"2","Sargis Adamyan","Köln","am ARM",-3.57119701376339,7.5167717255566,-4.93609624261015,11
"3","Amine Adli","Leverkusen","fr FRA",0.0704798381111987,7.2385676502477,-0.439210349395114,11
"4","Ludovic Ajorque","Mainz 05","fr FRA",0.982351899215723,6.47617128274316,-4.58731629945452,11
"5","Mohamed Ali Cho","Real Sociedad","fr FRA",-1.87026852733165,9.03647479949623,-2.28765470815083,11
"6","Julián Álvarez","Manchester City","ar ARG",-1.60788338529406,7.40572101016748,-0.987299360580595,11
"7","Takuma Asano","Bochum","jp JPN",0.888510179264294,7.38981559320664,-2.85130895827167,11
"8","Ezequiel Ávila","Osasuna","ar ARG",1.77260985044083,6.18029772158521,-1.15899168510143,11
"9","Sardar Azmoun","Leverkusen","ir IRN",-1.78760659792909,7.80672390050618,-4.22566213856763,11
"10","Lameck Banda","Lecce","zm ZAM",0.412527178282884,6.30064565448702,-1.83850062515377,11
"11","Bradley Barcola","Lyon","fr FRA",-0.470139750775858,7.20379492476696,-0.17187101999804,11
"12","Harvey Barnes","Leicester City","eng ENG",0.552682081543175,7.46930772365168,-0.919602918738635,11
"13","Federico Bonazzoli","Salernitana","it ITA",-0.243619956478027,4.56653808280624,-2.94635463216476,11
"14","Theo Bongonda","Cádiz","cd COD",0.980466745046983,5.69216333865433,-1.2425150490023,11
"15","Rafael Borré","Eint Frankfurt","co COL",-1.31092590579565,5.61275544781021,-2.23377750238704,11
"16","Martin Braithwaite","Espanyol","dk DEN",0.555672275933271,7.22677611243297,-4.19995654932678,11
"17","Jonathan Burkardt","Mainz 05","de GER",1.53299376021845,11.1095924659818,-4.43138667396391,11
"18","Nicolò Cambiaghi","Empoli","it ITA",-1.26514650530866,7.14660843279294,-0.399545831540178,11
"19","Yoann Cathline","Lorient","fr FRA",-0.709733081158267,5.19880309572629,-0.966999201170932,11
"20","Alexis Claude-Maurice","Lens","fr FRA",-2.04705027543921,7.50935527842847,-2.5159554081744,11
"21","Nuno da Costa","Auxerre","cv CPV",0.315991782423601,5.76236431356861,-3.52735915549653,11
"22","Ermedin Demirović","Augsburg","ba BIH",1.1985311169091,6.29039128078337,-3.82384885584827,11
"23","Emmanuel Dennis","Nott'ham Forest","ng NGA",-2.0063558102866,7.63964072280144,-4.37957740943924,11
"24","Federico Di Francesco","Lecce","it ITA",0.199260156987318,5.46081030983277,-2.08906648708546,11
"25","Boulaye Dia","Salernitana","sn SEN",-0.244405063715105,7.86735867888184,-1.78894482411451,11
"26","Stéphane Diarra","Lorient","fr FRA",1.53299376021845,4.69324526518659,-1.85313993231416,11
"27","Ritsu Doan","Freiburg","jp JPN",0.974815948763953,6.17814426005409,-1.21418823315398,11
"28","Manolo Gabbiadini","Sampdoria","it ITA",0.306452055009099,6.13327660957928,-2.4899489230688,11
"29","Cody Gakpo","Liverpool","nl NED",0.446532383500101,7.21748861087112,-2.10461253155297,11
"30","Ignatius Ganago","Nantes","cm CMR",-0.389286273959503,7.24019527076452,-4.43953064397035,11
"31","Raúl García","Athletic Club","es ESP",-3.57593333541237,7.03823301938643,-3.62653452753255,11
"32","Amine Gouiri","Rennes","fr FRA",0.324454762764184,7.76474041507188,-0.367067678127925,11
