"","Player","Squad","Nation","Starts","PCA1","PCA2","cluster"
"1","Brenden Aaronson","Leeds United","us USA",0.5531407610399,4.23444351601089,0.409255284728554,3
"2","Michel Aebischer","Bologna","ch SUI",0.456371880446577,1.24326279135385,-2.38053982337595,3
"3","Kevin Agudelo","Spezia","co COL",-0.192597196617417,1.97462688631842,-0.77081242689173,3
"4","Naouirou Ahamada","Stuttgart","fr FRA",0.815534633793221,1.94695515238965,-1.83458098542116,3
"5","Iván Alejo","Cádiz","es ESP",-0.839253449285306,2.81580875159999,-2.37646352597409,3
"6","Carles Aleñá","Getafe","es ESP",0.896432817500573,1.65737511599565,-1.74699532628457,3
"7","Nadiem Amiri","Leverkusen","de GER",-1.35853491313366,2.29426705433211,1.39594193515637,3
"8","Jaidon Anthony","Bournemouth","eng ENG",-1.69837932102908,2.73133920349566,-0.767822720251347,3
"9","Houssem Aouar","Lyon","dz ALG",0.260000961919364,0.323399928192285,0.196524548387472,3
"10","Stuart Armstrong","Southampton","sct SCO",-0.819279764301028,1.8683724508746,1.03397543701625,3
"11","Tolgay Arslan","Udinese","de GER",-0.84436249029334,-0.73771270857055,0.931483727785984,3
"12","Youcef Atal","Nice","dz ALG",-0.578601731870969,-1.41832711683003,1.85495433366308,3
"13","Mathias Autret","Auxerre","fr FRA",0.994624398990202,1.49693562892458,2.75617703502479,3
"14","Jordan Ayew","Crystal Palace","gh GHA",0.271364684728591,4.25173918043598,-1.42810826168666,3
"15","Nedim Bajrami","Empoli","al ALB",-1.87561401798782,4.69974852460676,-0.814783103669155,3
"16","Mitchel Bakker","Leverkusen","nl NED",0.293801327642687,-0.562011763132438,0.279474413961443,3
"17","Tommaso Baldanzi","Empoli","it ITA",1.83591821666127,3.85039569865872,-0.6029427641624,3
"18","Thierno Balde","Troyes","fr FRA",0.41106175108005,0.364269620672071,-0.438732006740637,3
"19","Filippo Bandinelli","Empoli","it ITA",0.972396319246386,-0.691860683621834,-0.0150585014628639,3
"20","Antonín Barák","Fiorentina","cz CZE",0.456371880446577,2.49587711918628,-1.4010475149652,3
"21","Aymen Barkok","Mainz 05","ma MAR",-4.36329003857706,1.02020031941426,-2.94575490767374,3
"22","Toma Bašić","Lazio","hr CRO",-2.40163947472212,1.86300811846798,-3.44214453169551,3
