"","Player","Squad","Nation","Starts","PCA1","PCA2","cluster"
"1","Matthis Abline","Auxerre","fr FRA",-0.832275050164248,9.05925298453136,-6.49773060525866,7
"2","Sargis Adamyan","Köln","am ARM",-3.57119701376339,7.5167717255566,-4.93609624261015,7
"3","Felix Afena-Gyan","Cremonese","gh GHA",-1.83336697616789,4.98357451317326,-6.93325427131039,7
"4","Ludovic Ajorque","Mainz 05","fr FRA",0.982351899215723,6.47617128274316,-4.58731629945452,7
"5","Carlos Alcaraz","Southampton","ar ARG",1.16460911721663,4.63688873885572,-4.22078537898882,7
"6","Mohamed Ali Cho","Real Sociedad","fr FRA",-1.87026852733165,9.03647479949623,-2.28765470815084,7
"7","Amath","Mallorca","sn SEN",-0.939643436445402,4.6042684356285,-5.2429207385102,7
"8","Antony","Manchester Utd","br BRA",1.26044770805145,4.89980456069582,-7.68699448780514,7
"9","Adam Armstrong","Southampton","eng ENG",-0.418357186972124,4.91222009640001,-4.26802648322762,7
"10","Takuma Asano","Bochum","jp JPN",0.888510179264294,7.38981559320664,-2.85130895827167,7
"11","Sardar Azmoun","Leverkusen","ir IRN",-1.78760659792909,7.80672390050617,-4.22566213856763,7
"12","Lameck Banda","Lecce","zm ZAM",0.412527178282884,6.30064565448702,-1.83850062515377,7
"13","Léo Baptistão","Almería","br BRA",2.10208760263437,3.66918640142909,-2.65933891782793,7
"14","Jérémie Bela","Clermont Foot","ao ANG",-1.20413261904815,3.99403765235913,-3.8879024460381,7
"15","Federico Bonazzoli","Salernitana","it ITA",-0.243619956478027,4.56653808280624,-2.94635463216477,7
"16","Theo Bongonda","Cádiz","cd COD",0.980466745046983,5.69216333865432,-1.2425150490023,7
"17","Rafael Borré","Eint Frankfurt","co COL",-1.31092590579565,5.6127554478102,-2.23377750238704,7
"18","Erik Botheim","Salernitana","no NOR",-0.48787896624365,4.34600709193109,-5.41407063718104,7
"19","Martin Braithwaite","Espanyol","dk DEN",0.555672275933271,7.22677611243297,-4.19995654932678,7
"20","Facundo Buonanotte","Brighton","ar ARG",-0.320596594540299,3.66895341442576,-4.71632764472322,7
"21","Jonathan Burkardt","Mainz 05","de GER",1.53299376021845,11.1095924659818,-4.43138667396392,7
"22","Gaetano Castrovilli","Fiorentina","it ITA",-0.96224238822359,3.07891953284556,-4.11254440495073,7
"23","Alexis Claude-Maurice","Lens","fr FRA",-2.04705027543921,7.50935527842847,-2.51595540817441,7
"24","Nuno da Costa","Auxerre","cv CPV",0.315991782423601,5.7623643135686,-3.52735915549653,7
"25","Danilo","Nott'ham Forest","br BRA",0.914973089766618,2.77796597788856,-4.83233264524689,7
"26","Moussa Dembélé","Lyon","fr FRA",-1.42480081398379,6.82054284520965,-6.70619602549372,7
"27","Ermedin Demirović","Augsburg","ba BIH",1.1985311169091,6.29039128078337,-3.82384885584826,7
"28","Emmanuel Dennis","Nott'ham Forest","ng NGA",-2.0063558102866,7.63964072280143,-4.37957740943924,7
"29","Mattia Destro","Empoli","it ITA",-0.416425902541217,7.21324945106777,-8.81410089948021,7
"30","Federico Di Francesco","Lecce","it ITA",0.199260156987318,5.46081030983276,-2.08906648708546,7
"31","Boulaye Dia","Salernitana","sn SEN",-0.244405063715105,7.86735867888183,-1.78894482411451,7
"32","Stéphane Diarra","Lorient","fr FRA",1.53299376021845,4.69324526518659,-1.85313993231416,7
"33","Samuel Edozie","Southampton","eng ENG",-1.64871820913066,5.21117434095017,-4.49185949649324,7
"34","Harvey Elliott","Liverpool","za RSA",0.0774884167496714,4.00216348927837,-7.79370582240055,7
"35","Radamel Falcao","Rayo Vallecano","co COL",-4.56006562349927,6.27167786068148,-8.06750592167657,7
"36","Manolo Gabbiadini","Sampdoria","it ITA",0.306452055009099,6.13327660957927,-2.4899489230688,7
"37","Cody Gakpo","Liverpool","nl NED",0.446532383500101,7.21748861087112,-2.10461253155297,7
"38","Ignatius Ganago","Nantes","cm CMR",-0.389286273959503,7.24019527076451,-4.43953064397035,7
"39","Raúl García","Athletic Club","es ESP",-3.57593333541237,7.03823301938643,-3.62653452753255,7
"40","Valère Germain","Montpellier","fr FRA",-2.79232681747815,4.84370966063258,-6.75994538083241,7
"41","Anthony Gordon","Newcastle Utd","eng ENG",-2.09468034758907,3.66052621376986,-3.83133605996351,7
"42","Gonçalo Guedes","Wolves","pt POR",0.192584291870221,5.72454518447935,-2.92067234627005,7
"43","Evann Guessand","Nantes","fr FRA",0.62715743458896,6.15257246053228,-2.96571563636373,7
"44","Christian Gytkjær","Monza","dk DEN",-4.19388350862391,7.21950579509424,-10.3213506887841,7
"45","Kai Havertz","Chelsea","de GER",0.459722441726753,5.75531513389859,-1.76544270357136,7
"46","Hwang Hee-chan","Wolves","kr KOR",-0.320596594540299,4.48736586746568,-4.56372496332685,7
"47","Adam Hložek","Leverkusen","cz CZE",1.02307181562261,6.65501824898475,-2.7174189608493,7
"48","Lucas Höler","Freiburg","de GER",-0.301493277176874,4.60687355350562,-4.05697834178125,7
"49","Gerrit Holtmann","Bochum","ph PHI",-1.90881828269862,5.87235837532779,-3.60134938019663,7
"50","Denis Huseinbasic","Köln","de GER",-1.62570050350518,2.67607137234789,-5.02557280427826,7
"51","Marcus Ingvartsen","Mainz 05","dk DEN",0.827577011824543,8.10258641865592,-4.11036871882087,7
"52","Fredrik Jensen","Augsburg","fi FIN",-1.76694551529792,3.4754869975032,-4.09761076721743,7
"53","Brennan Johnson","Nott'ham Forest","wls WAL",0.142461745348058,7.08061127723511,-3.34333033678134,7
"54","Stevan Jovetić","Hertha BSC","me MNE",-1.53791324505463,7.02509561847315,-1.55207476996563,7
"55","Luka Jović","Fiorentina","rs SRB",-0.460125304494824,8.08681840401557,-4.56846273005346,7
"56","Tino Kadewere","Mallorca","zw ZIM",-1.34878731248865,5.37291146660083,-7.64255810022626,7
"57","Yayah Kallon","Hellas Verona","sl SLE",-1.29183671283975,6.10447452550498,-3.08020811118816,7
"58","Yann Karamoh","Torino","fr FRA",-0.942161445038936,10.7722931426687,-2.87853661261969,7
"59","Silas Katompa","Stuttgart","cd COD",0.362748474260089,8.45006072849405,-2.38389308877665,7
"60","Wahbi Khazri","Montpellier","tn TUN",0.868764154302316,5.22719983649782,-1.22106091410857,7
"61","Daniel Kyereh","Freiburg","gh GHA",1.08256521098366,4.94098099580802,-7.16514616506419,7
"62","Adam Lallana","Brighton","eng ENG",4.10446485857055,3.50186345651927,-2.73580564981136,7
"63","Mohamed Lamine Bayo","Lille","gn GUI",-1.35505683574749,11.3396462014737,-5.26875467368215,7
"64","Kevin Lasagna","Hellas Verona","it ITA",-0.176968747052434,7.14079998969554,-5.1366308567661,7
"65","Lázaro","Almería","br BRA",-0.942161445038936,8.43299046075376,-3.3363322116945,7
"66","Jérémy Le Douaron","Brest","fr FRA",0.394028143637477,7.67823756894648,-3.91941230115979,7
"67","Jesse Lingard","Nott'ham Forest","eng ENG",1.43556706194332,2.2902229075407,-3.99326275213436,7
"68","José Luis Morales","Villarreal","es ESP",-1.45326728679636,10.0541011052799,-3.49530573648252,7
"69","Daniel Maldini","Spezia","it ITA",-3.45450852880629,5.99994435724047,-4.86898797053798,7
"70","Sekou Mara","Southampton","fr FRA",-2.8367428694816,6.18381224908321,-7.90746937007496,7
"71","Aïman Maurer","Clermont Foot","ma MAR",0.679722569217216,7.82099257896779,-2.20555202824392,7
"72","Sven Michel","Union Berlin","de GER",-5.17189193291481,6.81909315995978,-5.69795271443691,7
"73","Pere Milla","Elche","es ESP",0.250873212586483,3.32695642934592,-2.96609437328085,7
"74","Mykhailo Mudryk","Chelsea","ua UKR",-0.294772620694723,5.92513612433087,-2.02285486860145,7
"75","Ilija Nestorovski","Udinese","mk MKD",-2.37235085894747,5.19554012591145,-7.75597848462671,7
"76","Jessic Ngankam","Hertha BSC","de GER",-1.00948921476874,7.83367033226737,-7.81390209837405,7
"77","Cyril Ngonge","Hellas Verona","be BEL",0.75677106185353,8.26785758397054,-3.77790027387444,7
"78","Florian Niederlechner","Augsburg","de GER",-0.0481023717893891,6.11956847929868,-6.84780297991579,7
"79","Randy Ntekja","Elche","fr FRA",2.00558034512989,3.33096208387155,-6.78101583587751,7
"80","Lucas Ocampos","Sevilla","ar ARG",-1.18879876574011,4.52699818471689,-1.7009419390825,7
"81","David Okereke","Cremonese","ng NGA",-0.0159187623062193,7.43604268972707,-2.89710131758874,7
"82","Dango Ouattara","Bournemouth","bf BFA",0.761556445205763,5.77825383730593,-2.35682866031154,7
"83","Mikel Oyarzabal","Real Sociedad","es ESP",0.352381203657408,5.88665477963079,-2.26809676426959,7
"84","Gonçalo Paciência","Celta Vigo","pt POR",-2.5818566905867,7.33684883175053,-5.67869506949317,7
"85","Ayoze Pérez","Betis","es ESP",0.893168873465281,6.19804528890484,-2.47870366901549,7
"86","Ezequiel Ponce","Elche","ar ARG",-2.89358219759762,6.22379119877206,-5.52441960619844,7
"87","Javi Puado","Espanyol","es ESP",-0.273188973915506,6.31396738504121,-2.36519951197711,7
"88","Largie Ramazani","Almería","be BEL",-1.31872666889477,7.61382245519275,-2.90055603024366,7
"89","Ante Rebić","Milan","hr CRO",-0.626896491542262,7.78090318101757,-1.7923508663829,7
"90","Reinier","Girona","br BRA",-2.45273698368385,3.90581254129016,-3.82436790833306,7
"91","Richarlison","Tottenham","br BRA",0.609774508880211,7.12063201772231,-3.05564430870069,7
"92","Renaud Ripart","Troyes","fr FRA",0.228140276274481,3.84995023458308,-3.20333098376296,7
"93","Rodrigo","Leeds United","es ESP",0.613547547018545,6.91482821455694,-2.62013958236689,7
"94","Wesley Saïd","Lens","fr FRA",-1.28118549648029,10.3490287593504,-3.15712705003438,7
"95","Amine Salama","Angers","fr FRA",-1.0666688051095,6.38167194749235,-3.17820101628696,7
"96","Roland Sallai","Freiburg","hu HUN",-0.792101200373919,6.40755775627376,-2.2932590626466,7
"97","Salvi","Rayo Vallecano","es ESP",-2.13176120289973,4.27177534267976,-2.39674784161928,7
"98","Demba Seck","Torino","sn SEN",0.373447102712701,6.31906736393542,-4.17895670127976,7
"99","Rubén Sobrino","Cádiz","es ESP",0.224740941457196,2.45881637208986,-4.17244681541497,7
"100","Dominic Solanke","Bournemouth","eng ENG",0.0992270405113423,8.09532387888677,-2.78068654199869,7
"101","Ola Solbakken","Roma","no NOR",2.13102289979015,6.07414310968591,-3.20982727919604,7
